"LATITUDE","LONGITUDE","GEOGRAPHY_NAME","GEOGRAPHY_NAME_TYPE","NUMERIC_VALUE","NUMERIC_VALUE_TYPE","GEOGRAPHIC_POPULATION","NUMERIC_VALUE_FOR_COLORING","OPACITY_VALUE_0_THRU_LT_1","RADIUS_VALUE_0_THRU_100","RECORD_NO","COLOR_NAME"
"37.5660590000","-97.3535130000","Haysville city,KS","City","30.0000000000","Weather (NRP)","11132","-30",".10","1","215","RED"
"27.9922010000","-82.3073120000","Mango CDP,FL","City","60.0000000000","Weather (NRP)","11137","-60",".20","1","216","ORANGE"
"27.9233120000","-81.9965690000","Fuller Heights CDP,FL","City","74.0000000000","Weather (NRP)","11143","-74",".78","1","217","YELLOW"
"40.1818910000","-85.5081550000","Yorktown town,IN","City","76.0000000000","Weather (NRP)","11143","-76",".72","1","218","YELLOW"
"42.9768210000","-85.0746330000","Ionia city,MI","City","78.0000000000","Weather (NRP)","11147","-78",".66","1","219","YELLOW"
"44.1561370000","-87.5773520000","Two Rivers city,WI","City","43.0000000000","Weather (NRP)","11154","-43",".71","1","220","ORANGE"
"43.1427520000","-70.9250020000","Durham CDP,NH","City","13.0000000000","Weather (NRP)","11159","-13",".61","1","221","RED"
"39.6482580000","-75.5003310000","Pennsville CDP,NJ","City","44.0000000000","Weather (NRP)","11164","-44",".68","1","222","ORANGE"
"47.2374810000","-93.5322030000","Grand Rapids city,MN","City","86.0000000000","Weather (NRP)","11165","-86",".42","1","223","YELLOW"
"34.0745560000","-98.5671990000","Burkburnett city,TX","City","38.0000000000","Weather (NRP)","11167","-38",".86","1","224","ORANGE"
"39.0176070000","-94.6939550000","Merriam city,KS","City","68.0000000000","Weather (NRP)","11185","-68",".96","1","225","YELLOW"
"35.8826550000","-83.7616290000","Seymour CDP,TN","City","14.0000000000","Weather (NRP)","11193","-14",".58","1","226","RED"
"34.5694050000","-111.8570140000","Camp Verde town,AZ","City","63.0000000000","Weather (NRP)","11196","-63",".11","1","227","ORANGE"
"32.7508520000","-111.6705140000","Arizona City CDP,AZ","City","68.0000000000","Weather (NRP)","11200","-68",".96","1","228","YELLOW"
"19.5872810000","-154.9730690000","Hawaiian Paradise Park CDP,HI","City","16.0000000000","Weather (NRP)","11202","-16",".52","1","229","RED"
"29.7103320000","-91.1915420000","Morgan City city,LA","City","87.0000000000","Weather (NRP)","11206","-87",".39","1","230","YELLOW"
"41.8345390000","-86.2478510000","Niles city,MI","City","60.0000000000","Weather (NRP)","11211","-60",".20","1","231","ORANGE"
"39.2905990000","-84.4757900000","Springdale city,OH","City","62.0000000000","Weather (NRP)","11217","-62",".14","1","232","ORANGE"
"29.5320720000","-95.1164780000","Webster city,TX","City","24.0000000000","Weather (NRP)","11222","-24",".28","1","233","RED"
"40.8326770000","-74.0140880000","Ridgefield borough,NJ","City","51.0000000000","Weather (NRP)","11227","-51",".47","1","234","ORANGE"
"39.3510190000","-85.5011890000","Greensburg city,IN","City","87.0000000000","Weather (NRP)","11228","-87",".39","1","235","YELLOW"
"40.5832900000","-79.7180070000","Lower Burrell city,PA","City","64.0000000000","Weather (NRP)","11229","-64",".08","1","236","ORANGE"
"30.2656800000","-98.8756760000","Fredericksburg city,TX","City","71.0000000000","Weather (NRP)","11245","-71",".87","1","237","YELLOW"
"25.8823070000","-80.2420280000","Westview CDP,FL","City","58.0000000000","Weather (NRP)","11247","-58",".26","1","238","ORANGE"
"39.8916940000","-75.1166920000","Gloucester City city,NJ","City","74.0000000000","Weather (NRP)","11248","-74",".78","1","239","YELLOW"
"41.7884520000","-87.8139210000","Summit village,IL","City","55.0000000000","Weather (NRP)","11260","-55",".35","1","240","ORANGE"
"35.0526020000","-85.0487990000","Collegedale city,TN","City","28.0000000000","Weather (NRP)","11275","-28",".16","1","241","RED"
"43.6315470000","-88.7375340000","Waupun city,WI","City","78.0000000000","Weather (NRP)","11276","-78",".66","1","242","YELLOW"
"37.3854270000","-120.6173640000","Winton CDP,CA","City","74.0000000000","Weather (NRP)","11288","-74",".78","1","243","YELLOW"
"43.3191640000","-76.4197390000","Fulton city,NY","City","75.0000000000","Weather (NRP)","11300","-75",".75","1","244","YELLOW"
"37.3156490000","-121.0211280000","Newman city,CA","City","68.0000000000","Weather (NRP)","11317","-68",".96","1","245","YELLOW"
"40.7927840000","-74.0045720000","Guttenberg town,NJ","City","55.0000000000","Weather (NRP)","11317","-55",".35","1","246","ORANGE"
"32.7135610000","-100.9119020000","Snyder city,TX","City","90.0000000000","Weather (NRP)","11323","-90",".30","1","247","YELLOW"
"38.0338730000","-84.9047010000","Lawrenceburg city,KT","City","11.0000000000","Weather (NRP)","11350","-11",".67","1","248","RED"
"40.7491430000","-73.3635250000","Wyandanch CDP,NY","City","35.0000000000","Weather (NRP)","11368","-35",".95","1","249","ORANGE"
"28.2451840000","-80.7403130000","Viera West CDP,FL","City","34.0000000000","Weather (NRP)","11369","-34",".98","1","250","ORANGE"
"41.8349510000","-111.8265460000","Smithfield city,UT","City","46.0000000000","Weather (NRP)","11373","-46",".62","1","251","ORANGE"
"42.8006060000","-83.7177080000","Fenton city,MI","City","41.0000000000","Weather (NRP)","11375","-41",".77","1","252","ORANGE"
"35.8765120000","-97.4086570000","Guthrie city,OK","City","76.0000000000","Weather (NRP)","11376","-76",".72","1","253","YELLOW"
"40.2530030000","-103.7886520000","Fort Morgan city,CO","City","98.0000000000","Weather (NRP)","11377","-98",".06","1","254","YELLOW"
"38.8957190000","-119.7491500000","Gardnerville Ranchos CDP,NV","City","12.0000000000","Weather (NRP)","11380","-12",".64","1","255","RED"
"40.5351880000","-75.4978830000","Emmaus borough,PA","City","51.0000000000","Weather (NRP)","11391","-51",".47","1","256","ORANGE"
"30.3582650000","-91.1345530000","Gardere CDP,LA","City","20.0000000000","Weather (NRP)","11394","-20",".40","1","257","RED"
"26.4147410000","-99.0039220000","Roma city,TX","City","84.0000000000","Weather (NRP)","11397","-84",".48","1","258","YELLOW"
"39.8663560000","-75.0946700000","Bellmawr borough,NJ","City","73.0000000000","Weather (NRP)","11398","-73",".81","1","259","YELLOW"
"27.7939710000","-97.6691630000","Robstown city,TX","City","37.0000000000","Weather (NRP)","11400","-37",".89","1","260","ORANGE"
"29.6324820000","-90.6689630000","Bayou Blue CDP,LA","City","92.0000000000","Weather (NRP)","11401","-92",".24","1","261","YELLOW"
"36.6527180000","-93.2625820000","Branson city,MO","City","95.0000000000","Weather (NRP)","11416","-95",".15","1","262","YELLOW"
"37.3439200000","-85.3522380000","Campbellsville city,KT","City","90.0000000000","Weather (NRP)","11419","-90",".30","1","263","YELLOW"
"40.7868160000","-72.9456800000","North Bellport CDP,NY","City","10.0000000000","Weather (NRP)","11428","-10",".70","1","264","RED"
"38.2630010000","-85.5878710000","Lyndon city,KT","City","51.0000000000","Weather (NRP)","11431","-51",".47","1","265","ORANGE"
"37.0837940000","-84.6114660000","Somerset city,KT","City","74.0000000000","Weather (NRP)","11447","-74",".78","1","266","YELLOW"
"21.3898480000","-158.1549740000","Nanakuli CDP,HI","City","4.0000000000","Weather (NRP)","11461","-4",".88","1","267","RED"
"40.1532840000","-76.5986520000","Elizabethtown borough,PA","City","39.0000000000","Weather (NRP)","11469","-39",".83","1","268","ORANGE"
"38.4378820000","-90.9958010000","Union city,MO","City","71.0000000000","Weather (NRP)","11475","-71",".87","1","269","YELLOW"
"39.8187520000","-121.6077480000","Magalia CDP,CA","City","48.0000000000","Weather (NRP)","11476","-48",".56","1","270","ORANGE"
"44.2911280000","-88.3203990000","Little Chute village,WI","City","23.0000000000","Weather (NRP)","11484","-23",".31","1","271","RED"
"39.2919750000","-75.6067170000","Smyrna town,DE","City","23.0000000000","Weather (NRP)","11484","-23",".31","1","272","RED"
"41.1615670000","-81.2420580000","Ravenna city,OH","City","45.0000000000","Weather (NRP)","11485","-45",".65","1","273","ORANGE"
"39.9324890000","-75.2527070000","Yeadon borough,PA","City","74.0000000000","Weather (NRP)","11485","-74",".78","1","274","YELLOW"
"27.1451930000","-80.1887090000","Port Salerno CDP,FL","City","76.0000000000","Weather (NRP)","11486","-76",".72","1","275","YELLOW"
"36.6901010000","-101.4770460000","Guymon city,OK","City","89.0000000000","Weather (NRP)","11488","-89",".33","1","276","YELLOW"
"32.9444660000","-103.3492250000","Lovington city,NM","City","71.0000000000","Weather (NRP)","11491","-71",".87","1","277","YELLOW"
"40.1085360000","-83.7540720000","Urbana city,OH","City","86.0000000000","Weather (NRP)","11496","-86",".42","1","278","YELLOW"
"25.7246530000","-80.3693410000","Westwood Lakes CDP,FL","City","64.0000000000","Weather (NRP)","11510","-64",".08","1","279","ORANGE"
"35.9047180000","-79.9597700000","Archdale city,NC","City","19.0000000000","Weather (NRP)","11510","-19",".43","1","280","RED"
"41.2922090000","-92.6408540000","Oskaloosa city,IA","City","51.0000000000","Weather (NRP)","11511","-51",".47","1","281","ORANGE"
"36.1011580000","-79.5087400000","Elon town,NC","City","70.0000000000","Weather (NRP)","11516","-70",".90","1","282","YELLOW"
"36.7559900000","-120.3782370000","Mendota city,CA","City","90.0000000000","Weather (NRP)","11531","-90",".30","1","283","YELLOW"
"40.8530840000","-74.1063230000","Wallington borough,NJ","City","54.0000000000","Weather (NRP)","11540","-54",".38","1","284","ORANGE"
"39.1621690000","-91.8727700000","Mexico city,MO","City","89.0000000000","Weather (NRP)","11543","-89",".33","1","285","YELLOW"
"35.9515390000","-85.0305870000","Crossville city,TN","City","28.0000000000","Weather (NRP)","11545","-28",".16","1","286","RED"
"44.4920940000","-103.8196520000","Spearfish city,SD","City","92.0000000000","Weather (NRP)","11547","-92",".24","1","287","YELLOW"
"31.5061140000","-82.8543350000","Douglas city,GA","City","76.0000000000","Weather (NRP)","11556","-76",".72","1","288","YELLOW"
"28.6023240000","-81.7294520000","Minneola city,FL","City","81.0000000000","Weather (NRP)","11559","-81",".57","1","289","YELLOW"
"33.2766980000","-93.2262470000","Magnolia city,AR","City","83.0000000000","Weather (NRP)","11562","-83",".51","1","290","YELLOW"
"33.7954340000","-84.2660120000","Scottdale CDP,GA","City","47.0000000000","Weather (NRP)","11568","-47",".59","1","291","ORANGE"
"32.1903040000","-90.2860180000","Byram city,MS","City","53.0000000000","Weather (NRP)","11578","-53",".41","1","292","ORANGE"
"40.7592000000","-86.0760040000","Peru city,IN","City","94.0000000000","Weather (NRP)","11584","-94",".18","1","293","YELLOW"
"29.0258510000","-95.3982290000","Clute city,TX","City","77.0000000000","Weather (NRP)","11590","-77",".69","1","294","YELLOW"
"32.5412380000","-92.1961540000","Claiborne CDP,LA","City","20.0000000000","Weather (NRP)","11602","-20",".40","1","295","RED"
"38.7733170000","-90.4169970000","Bridgeton city,MO","City","72.0000000000","Weather (NRP)","11606","-72",".84","1","296","YELLOW"
"33.3639020000","-111.4229780000","Gold Canyon CDP,AZ","City","68.0000000000","Weather (NRP)","11612","-68",".96","1","297","YELLOW"
"28.3291400000","-80.6275390000","Cocoa Beach city,FL","City","36.0000000000","Weather (NRP)","11619","-36",".92","1","298","ORANGE"
"41.9586260000","-87.8693170000","Schiller Park village,IL","City","64.0000000000","Weather (NRP)","11621","-64",".08","1","299","ORANGE"
"33.7440080000","-90.7284760000","Cleveland city,MS","City","91.0000000000","Weather (NRP)","11627","-91",".27","1","300","YELLOW"
"29.2006930000","-96.2723430000","El Campo city,TX","City","84.0000000000","Weather (NRP)","11630","-84",".48","1","301","YELLOW"
"39.4147110000","-86.4316990000","Martinsville city,IN","City","79.0000000000","Weather (NRP)","11635","-79",".63","1","302","YELLOW"
"39.3399290000","-94.2409920000","Excelsior Springs city,MO","City","72.0000000000","Weather (NRP)","11640","-72",".84","1","303","YELLOW"
"42.7180950000","-114.5157910000","Jerome city,ID","City","41.0000000000","Weather (NRP)","11653","-41",".77","1","304","ORANGE"
"37.4503010000","-79.1082100000","Madison Heights CDP,VA","City","19.0000000000","Weather (NRP)","11665","-19",".43","1","305","RED"
"34.7398900000","-112.4060600000","Chino Valley town,AZ","City","42.0000000000","Weather (NRP)","11670","-42",".74","1","306","ORANGE"
"30.7753780000","-89.8616600000","Bogalusa city,LA","City","78.0000000000","Weather (NRP)","11673","-78",".66","1","307","YELLOW"
"42.1228640000","-76.0235720000","Endwell CDP,NY","City","58.0000000000","Weather (NRP)","11677","-58",".26","1","308","ORANGE"
"39.9698930000","-111.7944310000","Santaquin city,UT","City","80.0000000000","Weather (NRP)","11684","-80",".60","1","309","YELLOW"
"28.4757010000","-80.8104240000","Port St. John CDP,FL","City","85.0000000000","Weather (NRP)","11684","-85",".45","1","310","YELLOW"
"40.8892530000","-88.6413990000","Pontiac city,IL","City","91.0000000000","Weather (NRP)","11688","-91",".27","1","311","YELLOW"
"30.0950780000","-95.6196780000","Tomball city,TX","City","14.0000000000","Weather (NRP)","11689","-14",".58","1","312","RED"
"26.5833600000","-80.0553800000","Lantana town,FL","City","46.0000000000","Weather (NRP)","11695","-46",".62","1","313","ORANGE"
"40.3425150000","-94.8700480000","Maryville city,MO","City","99.0000000000","Weather (NRP)","11696","-99",".03","1","314","YELLOW"
"39.5549510000","-84.2957280000","Franklin city,OH","City","93.0000000000","Weather (NRP)","11705","-93",".21","1","315","YELLOW"
"37.1411430000","-94.4675860000","Webb City city,MO","City","38.0000000000","Weather (NRP)","11721","-38",".86","1","316","ORANGE"
"38.6920140000","-120.8386840000","Diamond Springs CDP,CA","City","11.0000000000","Weather (NRP)","11731","-11",".67","1","317","RED"
"48.5112190000","-122.2321560000","Sedro-Woolley city,WA","City","77.0000000000","Weather (NRP)","11739","-77",".69","1","318","YELLOW"
"35.1117020000","-85.2961610000","Red Bank city,TN","City","29.0000000000","Weather (NRP)","11745","-29",".13","1","319","RED"
"34.6098390000","-117.8303370000","Lake Los Angeles CDP,CA","City","31.0000000000","Weather (NRP)","11751","-31",".07","1","320","RED"
"41.6803530000","-88.5363080000","Plano city,IL","City","97.0000000000","Weather (NRP)","11752","-97",".09","1","321","YELLOW"
"43.3844700000","-87.8850490000","Port Washington city,WI","City","75.0000000000","Weather (NRP)","11761","-75",".75","1","322","YELLOW"
"40.9045960000","-80.8489370000","Salem city,OH","City","88.0000000000","Weather (NRP)","11774","-88",".36","1","323","YELLOW"
"25.5161480000","-80.4219260000","Naranja CDP,FL","City","31.0000000000","Weather (NRP)","11778","-31",".07","1","324","RED"
"42.4610150000","-83.6531690000","South Lyon city,MI","City","49.0000000000","Weather (NRP)","11788","-49",".53","1","325","ORANGE"
"28.2622340000","-80.7146430000","Viera East CDP,FL","City","36.0000000000","Weather (NRP)","11796","-36",".92","1","326","ORANGE"
"32.1354670000","-111.1123150000","Valencia West CDP,AZ","City","1.0000000000","Weather (NRP)","11796","-1",".97","1","327","RED"
"40.2602190000","-74.2758840000","Freehold borough,NJ","City","91.0000000000","Weather (NRP)","11797","-91",".27","1","328","YELLOW"
"38.7588290000","-85.3971350000","Madison city,IN","City","89.0000000000","Weather (NRP)","11813","-89",".33","1","329","YELLOW"
"43.6682970000","-116.2943890000","Garden City city,ID","City","7.0000000000","Weather (NRP)","11819","-7",".79","1","330","RED"
"35.3896120000","-99.4287490000","Elk City city,OK","City","95.0000000000","Weather (NRP)","11824","-95",".15","1","331","YELLOW"
"35.6251620000","-95.9540320000","Okmulgee city,OK","City","84.0000000000","Weather (NRP)","11846","-84",".48","1","332","YELLOW"
"41.2600880000","-110.9637390000","Evanston city,WY","City","47.0000000000","Weather (NRP)","11848","-47",".59","1","333","ORANGE"
"40.8051190000","-82.9716320000","Bucyrus city,OH","City","88.0000000000","Weather (NRP)","11853","-88",".36","1","334","YELLOW"
"44.3292820000","-93.9676560000","St. Peter city,MN","City","94.0000000000","Weather (NRP)","11854","-94",".18","1","335","YELLOW"
"34.1772890000","-103.3550840000","Portales city,NM","City","31.0000000000","Weather (NRP)","11854","-31",".07","1","336","RED"
"42.4805510000","-79.3328980000","Dunkirk city,NY","City","26.0000000000","Weather (NRP)","11865","-26",".22","1","337","RED"
"37.0724990000","-97.0384360000","Arkansas City city,KS","City","69.0000000000","Weather (NRP)","11868","-69",".93","1","338","YELLOW"
"39.8064810000","-105.0289000000","Berkley CDP,CO","City","59.0000000000","Weather (NRP)","11879","-59",".23","1","339","ORANGE"
"47.2021790000","-121.9889760000","Enumclaw city,WA","City","46.0000000000","Weather (NRP)","11879","-46",".62","1","340","ORANGE"
"43.1942280000","-112.3446900000","Blackfoot city,ID","City","67.0000000000","Weather (NRP)","11907","-67",".99","1","341","YELLOW"
"35.4505540000","-86.7895170000","Lewisburg city,TN","City","81.0000000000","Weather (NRP)","11910","-81",".57","1","342","YELLOW"
"41.5158920000","-71.2865530000","Newport East CDP,RI","City","7.0000000000","Weather (NRP)","11925","-7",".79","1","343","RED"
"43.2534760000","-70.8879440000","Somersworth city,NH","City","11.0000000000","Weather (NRP)","11925","-11",".67","1","344","RED"
